2025-07-01;21:06:07;000000019652;aprovado;financeira;5080661772585252;compra_nacional_contactless_sem_senha;000;00;mastercard;6579c0cb-3312-4cdb-97e5-fdb0c648ced9
2025-07-03;11:03:12;000000036363;aprovado;financeira;4160862775383570;compra_nacional_chip_senha;000;00;mastercard;9d20b09d-9d3d-4fbc-8408-0a2f6fcb4764
2025-07-03;05:55:18;000000052313;aprovado;financeira;5232773886706230;compra_nacional_contactless_com_senha;000;00;visa;f7739019-1edb-4bde-901d-cf7fc49efa3d
2025-07-04;03:28:13;000000098706;aprovado;financeira;4399238057941589;compra_nacional_contactless_com_senha;000;00;visa;65784c55-e742-4a54-9c5c-c02ae7ffdc72
2025-07-04;20:11:12;000000008034;aprovado;financeira;4170725142532911;compra_nacional_chip_senha;000;00;mastercard;1aab9e84-c2f2-4796-87f9-7b3ce2d168a6
2025-07-04;16:52:37;000000055248;aprovado;estorno;4962736684490727;compra_nacional_contactless_com_senha;000;00;visa;9137a9b4-6a98-4872-b724-e235e948f62c
2025-07-05;19:43:16;000000068596;aprovado;financeira;5925856262202407;compra_nacional_chip_senha;000;00;mastercard;2b3c2588-7e41-4a92-978e-6777ce317053
2025-07-01;07:19:10;000000060257;aprovado;estorno;4303162033459004;compra_nacional_chip_senha;000;00;mastercard;dae98d4a-5e91-4d26-ab57-ef34e80215eb
2025-07-02;04:48:19;000000082564;aprovado;financeira;4072937401038943;compra_nacional_contactless_com_senha;000;00;mastercard;2c20db33-547c-4828-9a03-18d74df7a649
2025-07-02;00:25:44;000000059635;aprovado;financeira;5103061251453099;compra_nacional_contactless_com_senha;000;00;visa;3fe83755-7c27-40c6-8b5a-708d5feb2bd0
2025-07-02;21:26:53;000000003327;aprovado;financeira;4060535940126267;compra_nacional_contactless_sem_senha;000;00;mastercard;a941fa22-e085-4e75-8643-41f3b84d4da0
2025-07-02;23:44:34;000000023964;aprovado;estorno;5164569982794879;compra_nacional_contactless_com_senha;000;00;visa;12c34044-d6bd-4d79-a83e-62aad4635caa
2025-07-04;05:40:48;000000011765;aprovado;financeira;4930934030941864;compra_nacional_contactless_sem_senha;000;00;visa;72b72248-a982-457e-8e30-e6dbd11660e8
2025-07-04;22:05:00;000000040383;aprovado;financeira;4813575494234401;compra_nacional_chip_senha;000;00;visa;bb0fa242-5ec4-47a6-aaf6-0d3b47a981af
2025-07-01;17:55:51;000000018303;aprovado;financeira;4047077375335607;compra_nacional_contactless_com_senha;000;00;mastercard;e752b0ec-7e02-4f66-9a32-75156334ef09
2025-07-03;12:28:30;000000039009;aprovado;financeira;4849297471243739;compra_nacional_chip_senha;000;00;visa;f964f268-7218-4a66-9c46-2d7b890b330e
2025-07-05;05:46:18;000000017663;aprovado;financeira;4428023987425498;compra_nacional_contactless_com_senha;000;00;mastercard;070da415-7234-4f6e-bcea-b27074b213b1
2025-07-02;13:00:47;000000093114;aprovado;financeira;5591234216315031;compra_nacional_contactless_sem_senha;000;00;visa;72883db1-afae-4d79-a13d-28dbaf0851f3
2025-07-02;02:16:31;000000011198;aprovado;financeira;5889313453930330;compra_nacional_contactless_sem_senha;000;00;visa;f6c272cb-287e-43f3-8690-0a5411c62b5f
2025-07-02;14:46:37;000000024608;aprovado;financeira;5482840242594458;compra_nacional_chip_senha;000;00;mastercard;776ee5cb-982f-4bb6-9edd-74c0f3feb829
2025-07-03;15:44:20;000000096905;aprovado;financeira;5640942058654494;compra_nacional_contactless_sem_senha;000;00;mastercard;1ba00511-8cc7-42aa-99e5-10301e59913b
2025-07-01;21:13:40;000000045869;aprovado;financeira;5324095524638104;compra_nacional_contactless_com_senha;000;00;mastercard;7b7e25b4-7fca-48d9-a03c-f496e2258c8a
2025-07-05;09:11:49;000000093709;aprovado;financeira;5460519102880217;compra_nacional_contactless_com_senha;000;00;mastercard;7a04c84f-49f8-4e68-b1a9-431b34770049
2025-07-04;21:06:42;000000017063;aprovado;financeira;5025250949064768;compra_nacional_contactless_com_senha;000;00;visa;c88ba953-3df0-4b7c-bc16-1099c2008755
2025-07-05;14:00:24;000000044255;negado;advice;5355017615140358;compra_nacional_contactless_sem_senha;376;75;mastercard;3af3191d-e32e-4480-a7ec-8f01cf53ffd3
2025-07-04;04:27:01;000000027309;aprovado;financeira;5183365492474268;compra_nacional_contactless_com_senha;000;00;visa;e5fc7666-2887-40b4-9870-0a537cd245f4
2025-07-03;13:17:13;000000098813;negado;financeira;4710761584634914;compra_nacional_chip_senha;723;94;visa;297c178b-2b59-4613-b84e-d9a62a744472
2025-07-02;13:00:57;000000016851;aprovado;financeira;4319288023121723;compra_nacional_chip_senha;000;00;mastercard;b86f3d44-a3cd-42a3-afc6-b19e2b6a8b7c
2025-07-05;11:39:46;000000016216;aprovado;financeira;4392080370950172;compra_nacional_chip_senha;000;00;mastercard;155fa992-092a-4d19-aab5-4d5575ce302d
2025-07-02;07:40:00;000000048177;aprovado;financeira;4174475347463350;compra_nacional_chip_senha;000;00;visa;1e965e78-3b6c-4d64-8f06-b6412808103c
2025-07-02;12:36:30;000000047156;aprovado;estorno;5777667440943093;compra_nacional_contactless_com_senha;000;00;mastercard;438a7fdf-2bdd-4f65-bff3-cf86ea585216
2025-07-01;21:49:46;000000041286;aprovado;financeira;5364976567836829;compra_nacional_chip_senha;000;00;visa;d9318495-43b3-40d4-b309-5f046c96f768
2025-07-04;15:45:16;000000042923;aprovado;financeira;5288634671665368;compra_nacional_contactless_sem_senha;000;00;mastercard;3c4d063c-955b-4580-a63d-7e36635ff21d
2025-07-02;17:34:21;000000022808;aprovado;financeira;5023067873586172;compra_nacional_chip_senha;000;00;visa;6f435db3-b173-434e-8ffe-87526a94999d
2025-07-05;00:53:38;000000042356;negado;financeira;5439460331148298;compra_nacional_chip_senha;101;64;visa;7006c6ff-1dce-4f76-b9a3-01bf0f5101fe
2025-07-04;06:02:38;000000081515;negado;financeira;4859025242027010;compra_nacional_contactless_sem_senha;182;19;mastercard;73f5393f-cc05-4b92-8b22-0aa7ff682204
2025-07-01;15:23:28;000000086810;negado;financeira;5032712363863599;compra_nacional_contactless_sem_senha;072;49;mastercard;ec8f648a-e3f9-4a99-96c7-af84f54a428d
2025-07-03;14:39:58;000000087023;aprovado;estorno;5766937432177975;compra_nacional_contactless_sem_senha;000;00;visa;4c53c1fe-37fc-4557-a200-e42b583c9d85
2025-07-02;02:54:03;000000042793;aprovado;financeira;5266144782365144;compra_nacional_chip_senha;000;00;visa;3390c7f9-bb74-4d67-8a82-c4a9f7fbf99d
2025-07-03;01:33:27;000000089236;aprovado;financeira;5688051318188914;compra_nacional_chip_senha;000;00;mastercard;f07be8ce-e86d-4a8a-ad78-dc4456526579
2025-07-03;08:29:51;000000033679;aprovado;financeira;5915276295354345;compra_nacional_chip_senha;000;00;visa;a4439d16-8723-4dec-99d9-e2d192b4ff58
2025-07-03;20:09:49;000000038864;aprovado;financeira;4650925121330243;compra_nacional_contactless_com_senha;000;00;mastercard;7c76722a-3726-4f9e-ba8f-4deb6d95f6cf
2025-07-03;21:30:15;000000007262;aprovado;financeira;5763470373667324;compra_nacional_contactless_com_senha;000;00;visa;d25efce2-e350-4b43-9b04-94b79b3d8e1a
2025-07-03;07:22:32;000000008137;negado;financeira;5689122268287539;compra_nacional_contactless_com_senha;207;15;visa;011f5acc-6159-4ea0-b410-8cd53e834610
2025-07-01;11:54:37;000000042867;aprovado;financeira;5087789118305953;compra_nacional_chip_senha;000;00;mastercard;4b7d95f0-a3d3-497f-9f25-37f981278b71
2025-07-05;03:10:09;000000092252;aprovado;financeira;4921777520636488;compra_nacional_contactless_sem_senha;000;00;visa;b418dad3-39e0-454c-a6a8-e8d0d6479808
2025-07-04;18:11:43;000000062926;aprovado;financeira;4321560803957616;compra_nacional_chip_senha;000;00;mastercard;d1071fdd-4002-4051-9ef8-3a22ac9df783
2025-07-02;02:11:00;000000092212;aprovado;financeira;5972237899338520;compra_nacional_contactless_sem_senha;000;00;visa;69c235e5-d9f3-4076-a7e7-58a7bb4fa3ba
2025-07-03;00:39:05;000000029051;aprovado;financeira;5086386962156308;compra_nacional_chip_senha;000;00;mastercard;f4345319-b1d3-4ecf-833b-9502c1632244
2025-07-05;15:38:27;000000091051;aprovado;financeira;4280673056389897;compra_nacional_chip_senha;000;00;mastercard;75bafe8f-74a3-4d95-b911-9ede986e593d
2025-07-01;15:40:24;000000007187;aprovado;financeira;5550951489932434;compra_nacional_contactless_com_senha;000;00;visa;29623bf6-8fea-46c1-b036-3096d95d6026
2025-07-01;16:31:55;000000073246;aprovado;financeira;5177254540291357;compra_nacional_chip_senha;000;00;mastercard;9efb48ff-e220-46a3-9ce1-6c9cc47460c4
2025-07-04;17:31:49;000000027233;aprovado;financeira;5865906656699389;compra_nacional_contactless_sem_senha;000;00;visa;468986d6-0f28-425c-bc04-e136119038f9
2025-07-03;00:19:06;000000093171;aprovado;financeira;5043815014368998;compra_nacional_contactless_sem_senha;000;00;mastercard;e177194e-f576-4f63-a403-ca65a0171146
2025-07-04;19:56:27;000000003818;aprovado;financeira;4898221659748639;compra_nacional_chip_senha;000;00;mastercard;21940af0-f299-47fc-82f7-4bb3c1adc856
2025-07-03;19:33:20;000000076254;aprovado;financeira;5776229177129392;compra_nacional_chip_senha;000;00;mastercard;665af9a2-af66-4a77-85bc-90c864201d87
2025-07-01;20:54:14;000000078618;aprovado;financeira;5349746259603822;compra_nacional_contactless_com_senha;000;00;mastercard;353fc412-2a95-4a51-9629-be27f78fbcf6
2025-07-05;03:05:51;000000032248;aprovado;financeira;5264425677709665;compra_nacional_contactless_sem_senha;000;00;mastercard;7b35dfa9-956f-4bad-af87-5762b827abfe
2025-07-03;20:11:14;000000096865;aprovado;financeira;5215172666128904;compra_nacional_chip_senha;000;00;mastercard;5d2b1851-97f9-47b9-94ed-8f57f8676487
2025-07-04;16:26:15;000000000403;aprovado;financeira;5883372803508076;compra_nacional_contactless_sem_senha;000;00;visa;41c05b3a-2764-454c-9fe9-6c94b35ee095
2025-07-05;09:00:34;000000042833;aprovado;financeira;5787077536663238;compra_nacional_contactless_com_senha;000;00;visa;c534f1dd-24be-4fd3-ae52-e9181f9b4bc9
2025-07-03;22:41:07;000000044035;aprovado;financeira;5199933196034922;compra_nacional_chip_senha;000;00;mastercard;cec0a832-e6c3-48a7-bc61-2d6fd802ef24
2025-07-04;13:46:44;000000042222;aprovado;financeira;5617039217429871;compra_nacional_contactless_sem_senha;000;00;mastercard;4f5a0c2c-6af2-4ede-9487-e46b2d9eb85f
2025-07-05;08:31:08;000000029795;aprovado;financeira;4505920663881600;compra_nacional_contactless_sem_senha;000;00;mastercard;eca05458-1679-416a-9c9d-835119e44603
2025-07-01;23:55:32;000000033104;aprovado;financeira;5882674569642222;compra_nacional_contactless_sem_senha;000;00;visa;4e95f80c-de39-4bc3-a15a-b3b354924b7e
2025-07-04;18:32:39;000000007770;aprovado;financeira;4142211885271478;compra_nacional_contactless_sem_senha;000;00;visa;e34c7cd1-c149-4e8c-81a5-2b21186c09a3
2025-07-02;12:51:01;000000069063;aprovado;financeira;4596550713826144;compra_nacional_contactless_com_senha;000;00;mastercard;a83868fc-549a-4b98-8311-6c2402258872
2025-07-05;23:54:43;000000011601;aprovado;financeira;5741702776563337;compra_nacional_contactless_com_senha;000;00;mastercard;7d858f0b-a440-4bf8-a8a9-9e8ada312e60
2025-07-02;11:05:36;000000078126;aprovado;financeira;4474860485497604;compra_nacional_chip_senha;000;00;visa;5a1af058-3277-487d-b7c4-86edd1590b43
2025-07-03;10:34:17;000000048950;aprovado;financeira;5581702817397414;compra_nacional_contactless_sem_senha;000;00;visa;cf2d1cc2-1c2e-47b0-90ec-25ea76b42395
2025-07-03;10:43:53;000000029558;negado;financeira;5592920445487525;compra_nacional_chip_senha;580;12;mastercard;6fc36fb0-485d-4a2c-832b-0d90576f8ad5
2025-07-03;12:38:29;000000093377;aprovado;financeira;4847011252128175;compra_nacional_contactless_sem_senha;000;00;visa;1f180617-faf7-490d-979e-5f1b53f73248
2025-07-01;10:04:57;000000055641;aprovado;financeira;5606398716948493;compra_nacional_chip_senha;000;00;mastercard;19ce821a-2c2b-4266-b6f5-781961c15b2b
2025-07-04;20:40:23;000000079861;aprovado;financeira;5053153006206509;compra_nacional_chip_senha;000;00;visa;33f81965-f8c9-4e2c-901f-ffca8221ca77
2025-07-03;05:34:08;000000006615;aprovado;financeira;5569395189292045;compra_nacional_chip_senha;000;00;mastercard;0267b88f-fa75-41a2-8db4-51f408917935
2025-07-03;14:20:34;000000087336;aprovado;estorno;5190900774840940;compra_nacional_contactless_sem_senha;000;00;mastercard;f5132c67-f316-4af4-886b-51acf6c02946
2025-07-04;21:06:06;000000053755;aprovado;financeira;5572182276212633;compra_nacional_contactless_com_senha;000;00;mastercard;160aa325-7fe4-4084-9484-246c96f05bb9
2025-07-05;16:00:26;000000084749;aprovado;financeira;5025699709369860;compra_nacional_chip_senha;000;00;visa;49ec721e-4297-4b3b-bbcb-52ace2e90f3d
2025-07-04;17:50:28;000000088584;aprovado;financeira;4984480638158501;compra_nacional_contactless_sem_senha;000;00;mastercard;a61b0aef-d4b8-411d-b171-0f1a5893f4bf
2025-07-05;16:06:33;000000041276;aprovado;advice;5548769258051169;compra_nacional_contactless_sem_senha;000;00;mastercard;453eb81a-f198-4a9b-914c-bb452ebc41bd
2025-07-05;20:22:28;000000027542;negado;advice;4927501174523125;compra_nacional_contactless_sem_senha;763;38;mastercard;e5899996-bf9e-4606-829e-0995cb80aeb0
2025-07-03;01:00:46;000000052622;aprovado;financeira;4746246615094398;compra_nacional_contactless_com_senha;000;00;mastercard;36c97c84-eeac-482f-ae1d-5035cd9b5b2f
